TIPO DE PRODUCTO:,Gravámenes Vigentes,Ad / Valorem,Impuesto Selectivo al Consumo,Impuesto General a las Ventas,Impuesto de Promoción Municipal,Derecho Específicos,Derecho Antidumping,Seguro,Sobretasa Tributo,Unidad de Medida:,Sobretasa Sanción,hs_code
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713339200
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713339900
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2703000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2704001000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2704002000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2704003000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2705000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2706000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707501000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707509000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707910000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,2707991000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2708100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2708200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2709000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710191200
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710191300
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710191900
  LEY 29666-IGV 20.02.11,Valor,0%,Detalle,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710192290
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933111000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933113000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933119000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933191000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933199000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933310000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933331000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933332000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933333000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933335000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933396000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933410000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933520000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933531000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933532000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933533000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933534000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933539000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933540000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933551000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933553000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933554000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933559000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933610000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933710000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933720000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933911000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933912000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933913000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933914000
  LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713391000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713399100
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713399900
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713401000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713409000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713501000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713509000
  LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713901000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713909000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-DS 279-2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,714100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,714901000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,714909000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,801190000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,801210000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,801220000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,801320000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,802110000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,802210000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,802220000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,802320000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,804100000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,804200000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,804300000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,804501000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,804502000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805100000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805400000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805501000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805502100
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805502200
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805900000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,806100000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,806200000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,807110000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,807190000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,807200000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,808100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193100
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193200
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193300
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,M3,N.A.,2710193400
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193500
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193600
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193700
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193800
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710193900
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2710990000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711110000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711120000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711130000
  LEY 29666-IGV (20.02.11),Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711140000
  LEY 29666-IGV 20.02.11-DS.270-2010-EF,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711190000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2711290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2712101000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2712109000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2712200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2712901000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2712902000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2712903000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2713110000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2713120000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2713200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2714100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2714900000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2715001000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2715009000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,KW3,N.A.,2716000000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.20,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2801100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2801200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2801300000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2802000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804210000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804290000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804300000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804690000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804701000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804709000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,2804800000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933915000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933916000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933917000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2933919000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934200010
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934200090
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934300010
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934300090
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934911000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934912000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934913000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934919000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934991000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934992000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2934993000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936220000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936230000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936240000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936250000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936260000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936270000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936280000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936291000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936292000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936293000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2936299000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937110000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937120000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937211000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937212000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937219010
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937219020
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937221000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937222000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937223000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937224000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2937231000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,809100000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,809400000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810100000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810200000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810500000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810600000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810901000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810902000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810903000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810904000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,811101000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,811109000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,811200000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,811901000
